account_id,platform,account_age_days,has_profile_picture,is_default_avatar,bio_length,has_bio,username_digit_ratio,username_length,follower_count,following_count,is_verified,profile_completeness,posts_per_day_avg,pct_posts_duplicate_content,avg_time_between_posts_min,device_fingerprint_diversity,is_fake
acct_000023,Twitter,217.72719194071303,1.0,0.0,59.78401578357882,1,0.1664064505489203,16,202.8996584404989,690.439396310128,0.0,0.9344193324522392,2.598652437762459,0.1002133209751425,125.40475938563308,4,0
acct_000024,Instagram,1602.0,0.0,1.0,53.0,1,0.0,5,,731.0,0.0,0.28913589581479193,0.1266375545851528,0.3387881087552508,11371.034482758623,1,0
acct_000025,Twitter,5135.0,1.0,0.0,100.0,1,,0,42.71347177585414,501.306507300774,0.0,0.3823995791482543,0.0,,,3,1
acct_000026,Facebook,421.7828015242361,1.0,0.0,0.0,0,0.1071157460909243,11,23.505315720479928,130.30802815956193,0.0,0.7750632579780193,8.605267884915843,0.1757337084503216,9.50899163386321,1,0
acct_000027,Twitter,773.498337077102,1.0,0.0,81.90425151454238,1,0.2207533002396111,17,13.99567087555464,371.4633048384832,0.0,0.4538036278176925,4.91859017811275,0.3371413367382267,53.12632271595831,4,0
acct_000028,Facebook,126.65555884723013,1.0,0.0,66.73958942680244,1,0.4056923151930213,15,13.676198609455229,18.329876222344723,0.0,0.7331939252261693,3.846992015288482,0.4896746974640787,78.6651842668402,1,0
acct_000029,Twitter,249.61023704517743,1.0,0.0,0.0,0,0.3862276609072971,8,111.93946346722636,216.62467834095125,0.0,0.4698351198561075,11.653066322487753,0.4254736680231914,18.077659117848643,3,0
acct_000030,Facebook,414.80207101264057,1.0,0.0,1.9474517575724093,1,0.3813538225340823,19,94.94539969568793,485.84240139591657,0.0,0.8966907391989991,8.906543328300177,0.4288206582523242,64.02625296871427,2,0
acct_000031,Twitter,360.5449070966813,1.0,0.0,0.0,0,0.5448138183115002,11,39.1706985726054,97.90879203436512,0.0,0.7796177451530198,9.436254491967324,0.4751261361921151,51.855835943477615,4,0
acct_000032,Instagram,538.9960808547668,0.0,1.0,41.99869790320076,1,0.2850463197474697,11,63.700093449122285,460.02799824897335,0.0,0.9278712868043044,13.93923621382288,0.1361491622584387,102.90257109754924,3,0
acct_000033,Twitter,5341.0,1.0,0.0,156.0,1,0.0,11,0.0,317.8520717878716,0.0,1.0,1.6739773086488976,,860.2267142810044,2,0
acct_000034,TikTok,150.15340092178758,1.0,0.0,93.47387559845106,1,0.6520526841524866,9,215.502756683121,11.650672415772265,1.0,0.850001091035961,3.867705042174913,0.1128834115691608,238.864943910583,2,0
acct_000035,Twitter,327.1018271803116,0.0,1.0,0.0,0,0.5752867224125789,13,42.901535289157415,221.0929101377247,0.0,0.7919384230376256,1.708296719504211,0.2494054831507701,69.64355915610275,2,0
acct_000036,Facebook,78.14323836036314,0.0,1.0,56.236950263081326,1,0.4946134031052132,5,50.59764017803168,33.75837054681326,0.0,0.848753234864178,1.159929327055929,0.3237182495789161,241.0212699164394,1,0
acct_000037,Instagram,677.2952766399335,0.0,1.0,31.89184539764554,1,0.1330765413121017,17,183.6637252410112,68.93516285451693,0.0,0.7752424886467371,14.677447539220744,0.1750974865413821,0.8469572087358157,3,0
acct_000038,X,4439.0,1.0,0.0,61.0,1,0.4,10,415.0,,,0.8809912335538095,0.0452702702702702,0.2236465848235921,31808.955223880643,1,0
acct_000039,Instagram,247.68173763848097,1.0,0.0,64.89095004030025,1,0.0984424264695677,7,69.29520600075841,115.6038176570451,0.0,0.8094142216177255,2.185095885643884,0.382560211134034,145.73236269029823,4,0
acct_000040,Twitter,,1.0,-0.0,0.0,0,0.0,10,52.91634533860023,606.6778921741883,0.0,0.420898856296094,,,,1,1
acct_000041,Twitter,5135.0,1.0,0.0,0.0,0,0.0,12,27.12668006822021,279.2465298908045,0.0,0.6428654680850507,0.0,,,4,1
acct_000042,Instagram,4571.0,0.0,1.0,161.0,1,1.0,18,430.0,739.0,0.0,0.5779913633433573,0.043525809,0.321830678,33083.819303622826,3,1
acct_000043,Instagram,4318.0,1.0,0.0,82.0,1,0.0,12,396.0,670.0,1.0,0.804436606873248,0.046307016,0.065146334,31096.799672861667,2,1
acct_000044,Instagram,516.0,1.0,0.0,83.0,1,0.4444444444444444,9,407.0,719.0,1.0,0.33234818520615617,0.3733075435203095,0.8654221241080758,3857.4093264248704,2,1
acct_000045,Facebook,1597.0,0.0,1.0,160.0,1,1.0,17,400.0,737.0,1.0,0.77793518788828,0.11514393,0.17529649,12506.086947006237,3,1
acct_000046,Twitter,121.7275133397024,1.0,0.0,64.51240793255955,1,0.2482385280780409,7,544.3317124021098,1206.0147634575846,0.0,0.7876242814271502,5.398562025553161,0.5029495902889272,130.29137237649067,1,0
acct_000047,Twitter,281.0409673800455,1.0,0.0,36.35447132970375,1,0.3378072960692427,17,52.71858776669626,372.8006195703692,0.0,0.7981848274331759,8.47979620549598,0.2327318129374773,113.0532678608757,3,0
acct_000048,Facebook,4970.0,1.0,0.0,216.0,1,1.0,16,385.0,686.0,0.0,0.6707029766168401,0.045262523,0.771722406,31814.39974081869,3,1
acct_000049,Twitter,6153.0,1.0,-0.0,152.0,1,0.2222222222222222,9,671.9429591138658,0.0,0.0,0.6006936932598482,1.8537707952810896,,776.7950620786703,1,0
acct_000050,Instagram,1027.0,0.0,1.0,80.0,1,1.0,14,400.0,687.0,0.0,0.7901171313466622,0.185797665,0.985754797,7750.366507566174,1,1
acct_000051,Facebook,121.92327017651569,0.0,1.0,47.35049158723349,1,0.2789143566212459,17,20.100373859007394,175.85715641456446,0.0,0.601404859165683,20.246095530771427,0.4226276281295822,7.09512089695586,1,1
acct_000052,TikTok,167.72142185826743,1.0,0.0,0.0,0,0.3742321299090859,9,139.62246802012066,252.82003931809604,0.0,0.7060520058930692,2.293660130082216,0.4409809044037291,18.974762271565957,1,0
acct_000053,Twitter,281.5485477959712,1.0,0.0,33.93967613000816,1,0.1945399123579348,5,108.80352944975137,696.9614283850186,0.0,0.755324561429744,2.29408603396207,0.1390592550629416,12.53972006815223,2,0
acct_000054,TikTok,533.9220513011941,0.0,1.0,0.0,0,0.0258644460817249,16,225.86549061163396,250.06232308900027,0.0,0.6214342818935921,3.680756923828477,0.0653961888876095,385.0214516233736,2,0
acct_000055,Facebook,224.5902032001457,0.0,1.0,52.03653011230173,1,0.3486259529246235,13,197.75264854067672,698.8935864531682,0.0,0.8033478190342805,1.7701072261485336,0.1873317539401946,369.86468204319897,2,0
acct_000056,TikTok,489.6942879626101,1.0,0.0,0.0,0,0.144802511628661,7,181.19820979965615,285.3908335079246,0.0,0.9358402161401772,10.098351775936507,0.1940242801781982,132.17607801163453,2,0
acct_000057,Instagram,267.5342437985741,1.0,0.0,0.0,0,0.1514828564436413,11,195.1447837682593,178.16798434790337,0.0,0.9008555801137766,10.328884373971094,0.3440632421540066,63.95477371853031,4,0
acct_000058,Twitter,5134.0,1.0,0.0,0.0,0,,0,-0.0,-0.0,0.0,0.46771620078589926,0.0,,,2,1
acct_000059,Twitter,,1.0,-0.0,0.0,0,,0,0.0,763.6309138764185,0.0,0.703351002075187,,,,3,0
acct_000060,Twitter,396.3944710045472,0.0,1.0,53.245379295709,1,0.1203553527618389,7,221.50816547558588,264.15947367183674,0.0,0.5095108748448884,18.7135688390919,0.1408047813612269,8.037773560267015,4,0
acct_000061,Twitter,3451.0,1.0,0.0,91.0,1,1.0,10,400.0,683.0,0.0,0.8571337122312876,0.062862109,0.259788896,22907.281077699765,1,1
acct_000062,Twitter,1480.0,1.0,0.0,27.0,1,1.0,10,377.0,697.0,0.0,0.6585170038417041,0.133018231,0.563783491,10825.583750245485,2,1
acct_000063,,4634.0,0.0,1.0,34.0,1,0.3,10,,685.0,0.0,0.6087134231953554,0.0459546925566343,0.9565788098947424,31335.21126760564,4,1
acct_000064,Twitter,2345.0,0.0,1.0,153.0,1,0.0,8,396.0,693.0,0.0,0.6497832648224775,0.092924126,0.498643681,15496.5137901862,3,1
acct_000065,Twitter,3439.0,0.0,1.0,231.0,1,0.0,13,403.0,667.0,1.0,0.3301040475417537,0.055232558,0.152015758,26071.579013233462,3,1
acct_000066,TikTok,288.01190520065904,1.0,0.0,80.00800466927797,1,0.231013355278466,17,210.34636460068205,48.52128542006712,0.0,0.4842439872385525,2.196698998702827,0.2824554636489157,167.7057013928071,1,0
acct_000067,Twitter,,1.0,0.0,139.0,1,,0,48.107651918625066,0.0,0.0,0.5528192594769786,,,,2,1
acct_000068,Twitter,160.99262917344242,1.0,0.0,0.0,0,0.301000588094843,16,642.0274215289776,24.951045900798366,0.0,0.705961188593925,4.344452116029778,0.4800820920010321,102.20319790051975,1,0
acct_000069,Twitter,,1.0,0.0,161.0,1,0.0,10,-0.0,324.63605340863904,0.0,0.907683639449755,,,,1,0
acct_000070,TikTok,579.3501274050152,0.0,1.0,0.0,0,0.4071944158675651,6,420.9696203322085,216.65641769036043,0.0,0.9187477004965312,2.6424882116801545,0.1945409439974992,9.999193536561254,4,0
acct_000071,,469.0,1.0,0.0,,0,0.5454545454545454,11,404.0,727.0,1.0,0.8660941569709162,0.4404255319148936,0.2063824646216421,3269.5652173913045,2,1
acct_000072,TikTok,345.6256330118281,1.0,0.0,50.2653872429384,1,0.3854008388839606,7,218.8820448779044,210.87963632303263,0.0,0.916265525363397,1.3119842167478402,0.3380205705648152,46.22248212423096,2,0
acct_000073,Facebook,222.1585310731837,0.0,1.0,0.0,0,0.0128285180837825,15,88.40707693030966,22.21451202482663,0.0,0.875344401928562,3.044080430091181,0.2289568246308068,214.69806827232136,4,0
acct_000074,Facebook,50.82755758933772,1.0,0.0,0.0,0,0.3468255381880312,17,67.91945090978922,56.48280315740256,0.0,0.69675011786145,24.559637308815013,0.4513099671684261,1.3659736682438484,2,1
acct_000075,TikTok,560.7991968816418,1.0,0.0,45.993328135018096,1,0.2111024459906886,15,456.0810528224452,454.8473892503452,0.0,0.7841245511668988,9.104419426324128,0.1503823333856933,37.72236264473147,4,0
acct_000076,Facebook,2699.0,1.0,0.0,110.0,1,0.4444444444444444,9,374.0,696.0,0.0,0.5338048644922816,0.0729629629629629,0.7444431561771444,19736.040609137075,2,0
acct_000077,Instagram,239.715157510316,1.0,0.0,64.84016388226706,1,0.3826278941678729,16,102.61016338042654,116.81389557303096,0.0,0.4468144122775965,12.851170442621813,0.1724081006942341,13.267438426957298,2,0
acct_000078,X,2253.0,0.0,1.0,127.0,1,0.25,12,447.0,703.0,0.0,0.6486059130942657,0.0825199645075421,0.8906508441418367,17450.32258064517,4,1
acct_000079,Twitter,241.7984994662334,0.0,1.0,54.796156750884336,1,0.3631138897523803,14,201.87246496955203,88.77625053547354,0.0,0.5825045099084923,4.731695877012497,0.2948616802267798,36.9934652597321,3,0
acct_000080,Twitter,346.7280931137303,0.0,1.0,0.0,0,0.0808506710772243,13,621.1552158412476,820.3641207386667,0.0,0.6756691825204301,1.0666222821360607,0.1541633047998105,44.97982009477607,3,0
acct_000081,Twitter,6216.0,1.0,-0.0,0.0,0,0.0,12,0.0,128.91995572530146,0.0,0.6197808758747347,0.0,,,4,0
acct_000082,Instagram,616.7230005171543,1.0,0.0,46.85017609529312,1,0.3073697274182409,13,199.38970439070505,237.7787312251174,0.0,0.7101946467391725,0.0266971779773096,0.082552579765331,182.9680668427334,3,0
acct_000083,TikTok,281.20081151910387,1.0,0.0,21.794773905220435,1,0.0786411526232585,11,156.51810653441544,911.6798188952808,0.0,0.4951279290343978,4.463309655028324,0.2151393195926897,70.58999064435936,4,0
acct_000084,X,1536.0,1.0,0.0,109.0,1,0.0,4,384.0,701.0,1.0,0.4240046269747322,0.1262199089134678,0.9202042814189952,11408.659793814433,1,0
acct_000085,Twitter,5305.0,1.0,0.0,150.0,1,,0,0.0,484.022335708138,0.0,0.3070797616784616,0.0,,,1,0
acct_000086,Twitter,215.8775640475017,1.0,0.0,0.0,0,0.5851281753134312,12,1037.2244082499908,885.1987607660062,0.0,0.5314319801009199,3.649179145830072,0.5782138007606134,81.66901020499458,3,0
acct_000087,Twitter,,1.0,0.0,0.0,0,0.09090909090909091,11,0.0,38.45155294938606,0.0,0.6549872096564443,,,,1,1
acct_000088,Instagram,4052.0,0.0,1.0,24.0,1,1.0,17,435.0,688.0,1.0,0.9532332396736611,0.051813472,0.107242474,27791.999733196804,1,1
acct_000089,Facebook,725.4323951922972,0.0,1.0,0.0,0,0.1199172949664964,6,137.345132859364,7.337698349407715,0.0,0.504767099281918,27.595302431294133,0.5020699698392477,23.01472260563626,3,1
acct_000090,Instagram,1286.4121053325252,1.0,0.0,0.0,0,0.4667512297133017,12,93.14594533989968,26.23075519855988,0.0,0.7393690665365494,4.963282201764262,0.1438326855629179,132.97418370350317,2,0
acct_000091,Twitter,5134.0,1.0,0.0,0.0,0,,0,0.0,123.23119864038418,0.0,0.38342392788340424,0.015069449834303106,,95557.56950874733,1,1
acct_000092,X,791.0,0.0,1.0,245.0,1,0.4,10,417.0,706.0,0.0,0.7192532598508841,0.2373737373737373,0.3416137846419473,6066.382978723406,2,0
acct_000093,Facebook,548.787156691045,1.0,0.0,0.0,0,0.1765919105676027,8,108.00315441283324,243.0231540611,0.0,0.8419164970739665,5.129250222475331,0.6302915756690658,388.1661774594067,3,0
acct_000094,X,602.0,0.0,1.0,11.0,1,0.4444444444444444,9,404.0,719.0,1.0,0.7896576774645792,0.3333333333333333,0.9680988937384892,4320.0,3,0
acct_000095,Twitter,,1.0,0.0,0.0,0,0.0,15,464.2059028016079,458.6529912646943,0.0,0.5833624817711482,,,,2,0
acct_000096,Facebook,156.24870741003068,0.0,1.0,0.0,0,0.1109935027386578,10,178.93827897148702,1257.8354172893248,0.0,0.7042645530406695,20.76328573763692,0.4132222699254493,0.02937183293908,1,1
acct_000097,TikTok,198.17272862806345,1.0,0.0,0.0,0,0.2552760736549266,13,778.3210974907655,239.7993193157614,0.0,0.835692241803351,2.080745401181692,0.258799122929393,81.22829668398688,2,0
acct_000098,Twitter,,1.0,0.0,60.0,1,,0,0.0,38.10194268339711,0.0,0.49051379755819574,,,,1,0
acct_000099,Facebook,325.83465103608427,1.0,0.0,43.00067401796382,1,0.3552802468326065,18,722.9545425990931,165.12390630539693,0.0,0.4595991889009164,1.7870724007276917,0.1139480084813045,46.80490451815008,1,0
acct_000100,Twitter,240.38920306873396,1.0,0.0,0.0,0,0.340035358907618,17,12.684392855479643,1.0950207726183363,0.0,0.825166977182697,15.518497967590438,0.4862452146289734,4.5606464351006055,4,0
acct_000101,Twitter,915.041749336418,0.0,1.0,57.23215426006676,1,0.1553525383080666,7,157.90191775985608,297.7364948002862,0.0,0.7394858793400289,9.753851579595876,0.1524814357620032,93.0000596344552,3,0
acct_000102,Instagram,1392.0,1.0,0.0,50.0,1,1.0,8,392.0,704.0,0.0,0.7676873906493714,0.137114142,0.785064798,10502.198963546736,4,1
acct_000103,Twitter,,1.0,0.0,50.0,1,,0,0.0,441.6551266863987,0.0,0.7521019602052527,,,,3,0
acct_000104,Twitter,5279.0,1.0,-0.0,25.0,1,,0,0.0,226.55097126859383,0.0,0.8220823839341779,-0.0,,,3,0
acct_000105,TikTok,103.70023642614052,1.0,0.0,0.0,0,0.156603477296808,19,108.09780959896123,731.0690030405461,0.0,0.7847631355467237,14.511698124885676,0.1472309703334015,218.2655830205362,3,0
acct_000106,Instagram,4215.0,1.0,0.0,232.0,1,0.0,18,418.0,691.0,1.0,0.3773390922301682,0.049098672,0.87269769,29328.695488953344,3,1
acct_000107,Twitter,1136.0,1.0,0.0,237.0,1,0.0,13,434.0,655.0,1.0,0.7045829410757786,0.17766051,0.279810059,8105.346539869778,2,1
acct_000108,Facebook,449.2311907626207,1.0,0.0,26.13874979799844,1,0.1791375227471246,14,396.683454252239,667.04263801166,0.0,0.5441089023752639,17.904588608536688,0.5380396116624463,120.92032544296303,2,0
acct_000109,Twitter,,1.0,0.0,0.0,0,0.0,7,4014.949953596622,925.9259789396132,0.0,0.6340286494271552,,,,1,0
acct_000110,X,4991.0,0.0,1.0,78.0,1,0.4444444444444444,9,437.0,682.0,1.0,0.6728484181645477,0.0374599358974358,0.0973377995639656,38441.06951871668,4,1
acct_000111,Instagram,212.37048854778524,1.0,0.0,76.76261229495609,1,0.5017280507396599,11,643.4983244613552,208.77721786513996,0.0,0.4779579022314512,0.2137979352977604,0.1654445741571221,41.68719491592111,1,0
acct_000112,Twitter,939.7550527048404,1.0,0.0,12.11178632436345,1,0.1463663769147531,18,94.13690669249974,593.083682637083,0.0,0.3892604467282138,1.4604824022029963,0.2647766965209936,11.569577907826911,4,0
acct_000113,Twitter,750.1732316663815,0.0,1.0,49.15896345713938,1,0.3144058795036287,7,212.06380546550864,416.8717530448191,0.0,0.6197699591050775,3.811586972450449,0.16672515885782,199.96428954270507,4,0
acct_000114,Facebook,307.21494261923385,0.0,1.0,40.800938404405,1,0.1606011495889401,14,34.36741794958468,744.4139290131168,0.0,0.6182257582613457,20.303422428046694,0.4285151121528627,6.074875599698481,1,1
acct_000115,Instagram,493.1101908388199,1.0,0.0,0.0,0,0.2973542784002214,6,794.2439619951817,95.99536916726798,0.0,0.9715394348114608,2.066811843194241,0.4961589664266693,159.11113365505088,1,0
acct_000116,Twitter,5858.0,1.0,0.0,0.0,0,0.0,15,-0.0,0.0,0.0,0.47243279096495927,0.0,,,3,0
acct_000117,TikTok,522.327064690898,1.0,0.0,48.05391426095889,1,0.2590925789465952,18,89.05196690557028,187.9113793725937,0.0,0.7348511074715682,5.288032828041585,0.0490044028453592,65.00166477460199,3,0
acct_000118,Twitter,5134.0,1.0,0.0,0.0,0,,0,17.03079318470681,-0.0,0.0,0.7728301242345047,0.0,,,3,1
acct_000119,Instagram,1109.0,1.0,0.0,78.0,1,0.2857142857142857,7,,686.0,0.0,0.46938164812226163,,0.5057376655310359,,1,0
acct_000120,Instagram,390.0,1.0,0.0,116.0,1,0.0,5,397.0,645.0,1.0,0.6446590705279606,0.524296675,0.211150131,2746.5365863706843,1,1
acct_000121,Twitter,,1.0,0.0,25.0,1,,0,32.894060180005106,807.5714589698199,0.0,0.5966396006071791,,,,1,1
acct_000122,Facebook,128.55690732430168,1.0,0.0,96.18421075972478,1,0.5946646939065383,16,10.529808069109366,69.87343906780083,0.0,0.3877818945529601,2.9969293542021704,0.3037871848331298,45.04151729122729,2,0
acct_000123,Twitter,5134.0,1.0,0.0,96.0,1,0.0,15,0.0,0.0,0.0,0.4698349759410964,0.012190440815507528,,118125.34278236829,2,1
acct_000124,Twitter,5362.0,1.0,0.0,145.0,1,,0,9.733061466438322,0.0,0.0,0.6552499450137528,0.12687836018752788,,11349.453112978928,2,0
acct_000125,Twitter,5135.0,1.0,-0.0,0.0,0,0.0,11,92.0713262675173,1078.9553001809977,0.0,0.8989853821873997,-0.0,,,1,1
acct_000126,Instagram,647.7945136202151,1.0,0.0,46.70316033952653,1,0.2915485295544444,5,88.23238543750543,39.540773831747046,0.0,0.7344317037708287,5.26748679077062,0.393996452413153,35.84081064599278,3,0
acct_000127,Twitter,5717.0,1.0,0.0,41.0,1,,0,78.4076493772424,-0.0,0.0,1.0,0.10465436846323001,,13759.57851683888,1,0
acct_000128,Facebook,556.3002331828687,1.0,0.0,0.0,0,0.3815453025637214,10,269.9086495421123,647.8858593329591,0.0,0.884091576065692,0.2483510649159299,0.2678548346325766,169.1508984587927,4,0
acct_000129,Twitter,186.91566825000208,0.0,1.0,48.140393790195695,1,0.3540689438985818,11,174.47409737134333,135.26493661368573,0.0,0.6761186705219705,21.17741048137852,0.4457130501407612,10.35655120142914,3,1
acct_000130,Facebook,986.0,0.0,1.0,98.0,1,0.0,5,378.0,722.0,1.0,0.5642398895026651,0.216818642,0.104351675,6641.495337840922,2,1
acct_000131,Twitter,,1.0,0.0,14.0,1,,0,3.6460586868398224,-0.0,0.0,0.6619531064176407,,,,2,1
acct_000132,X,4463.0,0.0,1.0,,0,0.5454545454545454,11,392.0,664.0,0.0,0.5079853354926567,0.0448028673835125,0.3194179849377528,32140.800000000032,1,1
acct_000133,,753.0,1.0,0.0,5.0,1,0.4,10,378.0,708.0,0.0,0.8589795321113136,0.2652519893899204,0.4324467428145515,5428.8,2,0
acct_000134,TikTok,166.2052892288803,1.0,0.0,61.81630588914308,1,0.1309902120410963,15,13.42811208877196,566.3956553693058,0.0,0.927983638004352,5.994920009073589,0.1533932850599411,88.02783902979081,1,0
acct_000135,Facebook,1740.0,0.0,1.0,246.0,1,0.5454545454545454,11,371.0,712.0,,0.646219184329011,0.1280873061458931,0.4605775627391877,11242.33183856503,2,1
acct_000136,Twitter,566.3449629260215,1.0,0.0,0.0,0,0.3389464274858185,16,98.02940523465612,298.2807150348963,0.0,0.3251373633170951,2.3307570458844844,0.387863609353361,0.6705858024549121,4,0
acct_000137,Facebook,328.3702070440353,1.0,0.0,82.7612462476892,1,0.541914826308011,13,166.45883552017702,336.44448404224744,0.0,0.9417043723477736,6.287104872071728,0.4398984632140254,30.080087557765484,2,0
acct_000138,Twitter,199.7679832564612,0.0,1.0,43.52886622305414,1,0.2348785638275603,18,271.4987193834257,204.6885546132181,0.0,0.7240747598633899,0.2617122064943969,0.2306899571235944,200.133626287406,4,0
acct_000139,Instagram,204.87520179707985,1.0,0.0,39.64343363257754,1,0.5015631137516353,18,206.39245726088075,171.8541130152491,0.0,0.7409334582119649,4.235982152541853,0.2966347651353416,84.21705576168141,1,0
acct_000140,Twitter,5135.0,1.0,-0.0,75.0,1,0.0,13,0.0,13.03474364170453,0.0,0.829557341749342,0.027942541172023494,,51534.325068535654,4,1
acct_000141,Twitter,,1.0,0.0,0.0,0,0.0,9,19.647401306158773,59.41022577470517,0.0,0.6856369232955346,,,,4,0
acct_000142,X,2448.0,,,153.0,1,0.3636363636363636,11,361.0,705.0,,0.9244583345342698,0.092282564311964,0.0414187120533744,15604.247787610631,1,0
acct_000143,TikTok,237.89690721042405,1.0,0.0,0.0,0,0.2762345652706163,6,166.42177679746126,598.1091912050913,0.0,0.5306654192213661,0.5336128856503098,0.4941431595447563,85.84376301708406,1,0
acct_000144,Instagram,223.66516082867008,1.0,0.0,59.49258352693707,1,0.4322675172062721,15,96.83743072106842,342.3611542295444,0.0,0.7877734423625873,4.494079894858375,0.5015727138265221,240.07219376812708,4,0
acct_000145,Twitter,5135.0,1.0,0.0,65.0,1,0.0,11,0.0,829.1422638718064,0.0,0.8359948223601753,0.0,,,4,1
acct_000146,Facebook,198.78893266543173,1.0,0.0,0.0,0,0.0735529006413596,11,230.7944751865796,22.501996987473465,0.0,0.7593413288752001,5.447056852329743,0.61931407045657,154.93682709742808,1,0
acct_000147,Twitter,5135.0,1.0,0.0,89.0,1,0.0,14,31.386968786643028,496.32327369772383,0.0,0.5931882454548153,0.008379522851888524,,171847.49364045972,2,1
acct_000148,Facebook,665.0,1.0,0.0,114.0,1,0.0,9,370.0,743.0,1.0,0.48964239636697904,0.3093093093093093,0.7202821690064072,4655.533980582525,3,1
acct_000149,Facebook,318.16668061458546,1.0,0.0,57.27985357365733,1,0.397576037660404,18,155.61868765666026,526.4110978773352,0.0,0.5477340691267542,13.266298646727371,0.2959486577802785,60.40175705026526,2,0
acct_000150,Facebook,715.6756292675833,1.0,0.0,53.38455203275005,1,0.190046773572244,14,74.05199562935623,242.04990786236417,0.0,0.7523251729609242,7.306429856569416,0.1521918983785258,44.73576322649271,4,0
acct_000151,Twitter,5135.0,1.0,-0.0,0.0,0,,0,14.91506392009772,1246.5300976503486,0.0,0.8141352554001737,0.0,,,4,1
